path,calinski-harabaz,davies-bouldin,dunn-index,silhouette-score
baron-human,sdae,1000,1,744.4930774483464,3.633124370304678,0.14839897486118367,-0.025628816
baron-human,sdae,100,1,474.2617936412563,4.280160806455799,0.11742141010734744,-0.070523754
baron-human,sdae,250,1,589.5348930418324,3.897216097748845,0.12821678674913892,-0.050693877
baron-human,sdae,10,1,868.2704620519221,4.687311802297329,0.06624407071192212,-0.0384024
baron-human,sdae,2,1,1.0,0.0,nan,0.0
baron-human,sdae,3,1,157.97775198295818,50.815414600738094,0.004992772988727564,-0.27417067
baron-human,sdae,4,1,152.59660822027183,25.869043783008753,0.01611649104579452,-0.27911562
baron-human,sdae,5,1,791.145438849747,6.017499874840807,0.0683874504644803,-0.09360483
baron-human,sdae,25,1,397.06969504417066,4.610036810835294,0.0948815689515441,-0.0906294
baron-human,sdae,50,1,608.6657805847475,3.7001620030639226,0.1512546807216985,-0.045943987
baron-human,sdae,500,1,620.884498832412,3.8305473036302407,0.15059017648971976,-0.042831365
baron-human,sdae,2500,1,674.9861716594302,3.4859727422276174,0.1818067449016806,-0.02522712
campbell,sdae,2,1,486.8816706743478,34.81111085923086,0.009996677399669123,-0.13032411
campbell,sdae,1000,1,225.55978297156247,12.567567180390283,0.04984253117613402,-0.16525428
campbell,sdae,100,1,213.60708469635097,13.292645744975284,0.04600540030089835,-0.1838849
campbell,sdae,10,1,186.00496322518686,15.967841178702416,0.02660513503935087,-0.18481645
campbell,sdae,25,1,162.55049122540314,18.55632647785006,0.027021280764645703,-0.23006314
campbell,sdae,2,1,192.82956012675538,247.66703377765833,0.0003968097388291979,-0.29008397
campbell,sdae,3,1,416.1881603212124,48.48920135844163,0.004023790527158793,-0.080132104
campbell,sdae,5,1,543.9099157796921,43.81462886668181,0.005578559107131341,-0.11812618
campbell,sdae,50,1,174.8113617450234,14.879732009728448,0.04155557342005159,-0.20128185
campbell,sdae,250,1,227.5403093415819,13.595384418751019,0.04766437179865605,-0.17041796
campbell,sdae,500,1,215.49303967086664,13.558854022524496,0.04917744008812564,-0.17184186
campbell,sdae,2500,1,242.31146742987332,12.119864427979325,0.05859874643881334,-0.14850353
chen,sdae,1000,1,244.28884301265185,14.552658502359971,0.03452753028413117,0.029357335
chen,sdae,100,1,210.02344690093327,17.68984213735814,0.022403580259597114,0.008326993
chen,sdae,250,1,210.58022101198415,16.38261730213683,0.028685246921412992,0.008844399
chen,sdae,10,1,236.97787300659354,19.836871829840213,0.02241004189457266,-0.021502275
chen,sdae,2,1,166.13214098178253,648.1389771959591,9.031066173941139e-05,-0.28109813
chen,sdae,3,1,1.0,0.0,nan,0.0
chen,sdae,4,1,156.97184155617728,675.3776197871357,0.00013944203001636346,-0.28854185
chen,sdae,5,1,227.11903265160043,21.762314639890228,0.024320356368195645,-0.0036165349
chen,sdae,25,1,184.0912928175143,18.479095914598915,0.021136997432530814,0.010081829
chen,sdae,50,1,212.06170685670557,15.967513987018025,0.023517106791461666,0.017440375
chen,sdae,500,1,231.0424893497031,16.222515723232128,0.03260356706323019,0.00921934
chen,sdae,2500,1,238.20997953505378,12.467524497541076,0.04329053751504899,0.028811103
macosko,sdae,1000,1,2222.9308437006357,4.859626957190502,0.11939397898781892,0.19965124
macosko,sdae,100,1,2270.6763571069437,4.854655159685869,0.10097156269014021,0.17857853
macosko,sdae,250,1,2175.269256670826,4.778279599248961,0.1183820476952376,0.19771422
macosko,sdae,10,1,2266.7618400813685,6.201146378633868,0.07360448984910252,0.14631113
macosko,sdae,2,1,1966.8786306523225,19.28630199701015,0.014834507787785974,-0.10629441
macosko,sdae,3,1,1.0,0.0,nan,0.0
macosko,sdae,4,1,2580.5757602196036,5.915406681590465,0.06408990009621213,0.18029176
macosko,sdae,5,1,2517.051928059626,5.573422126534894,0.0917399583899824,0.23580255
macosko,sdae,25,1,2378.185728099631,5.665094723905714,0.08281819324444387,0.13466237
macosko,sdae,50,1,2238.7624421958762,4.969788193023991,0.09522284799691232,0.1308914
macosko,sdae,500,1,2215.6058707572743,5.168389967965899,0.10931668354871221,0.1797084
macosko,sdae,2500,1,2151.4186657928662,4.248170140165249,0.129088339123635,0.21579657
marques,sdae,1000,1,262.1345708811031,4.699143637625814,0.14877078226172055,-0.039157186
marques,sdae,100,1,256.33360361515236,4.915116314953367,0.1486641798387388,-0.060453925
marques,sdae,250,1,284.9484996834288,4.443251642835493,0.17755321541821928,-0.043683168
marques,sdae,10,1,217.96492404098868,5.142826326272749,0.13616987996674532,-0.08032344
marques,sdae,2,1,1.0,0.0,nan,0.0
marques,sdae,3,1,209.3350317148322,30.529200024540767,0.009028150710610805,-0.15034384
marques,sdae,4,1,414.20564968271196,51.75213262384105,0.004631842012483146,-0.12713684
marques,sdae,5,1,235.12679649066584,7.842552956605185,0.05602244787723541,-0.11313279
marques,sdae,25,1,254.6625287540269,5.101853568032649,0.14129206442124065,-0.07217953
marques,sdae,50,1,312.96143581255933,4.708209488430357,0.1530860596343484,-0.044445902
marques,sdae,500,1,284.0397511477458,4.798513038197338,0.15255720460412467,-0.045560032
marques,sdae,2500,1,246.04346559724735,4.341617289334594,0.21116644833587503,-0.028029734
shekhar,sdae,1000,1,1726.5787433434527,2.8154827932172055,0.3830771577022235,-0.031415734
shekhar,sdae,2500,1,1386.6027933794358,2.969873225729961,0.3986868771593132,-0.05278823
shekhar,sdae,100,1,1094.882372431816,3.195531665097334,0.32326645644545166,-0.08898498
shekhar,sdae,10,1,2554.690088746528,2.5734221497773175,0.3770532098310681,-0.018242387
shekhar,sdae,2,1,2507.2781898910616,3.43251977944495,0.2609318965566797,-0.072011486
shekhar,sdae,3,1,399.7095509641922,5.091309432595335,0.14394617457205794,-0.17632438
shekhar,sdae,4,1,1641.9372413807496,3.4044767022263422,0.2782755552115408,-0.113983184
shekhar,sdae,5,1,947.7334691265244,3.380563662635249,0.29289086617934146,-0.097073965
shekhar,sdae,25,1,1202.0203873108399,3.2472683664932966,0.30034175727283413,-0.08485625
shekhar,sdae,50,1,1097.7212548143543,3.145430721964461,0.33066736833958943,-0.08217365
shekhar,sdae,250,1,1055.4215519936467,3.2956294829566413,0.3376742841488269,-0.064889885
shekhar,sdae,500,1,1102.86454935529,3.2327726664900323,0.3373641797224192,-0.06985133
